fiscal_year,year,month,month_numeric,nach_products,subproducts_name,presentation_volume_nos,presentation_value_rs,returns_volume_nos,returns_value_rs,successful_transactions_volume_nos,successful_transactions_value_rs,released_on,updated_on,data_source,data_url
2021-22,2021,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer,103865481,235532191710,1336496,2679786047.26,102528985,232852405662.74,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10787620,509503481,1274531,70978715.45,9513089,438524765.55,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,NACH Credit - 306 format (Account based),Other credits,35155116,686215301360.76,254196,5827292284.22,34900920,680388009076.54,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,NACH Credit - 156 format (Account based),Other credits,9628,543124675,13,887897,9615,542236778,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,June,6,Total Credit,Total Credit,264648338,1004225373091.13,3215667,8759411306.1,261432671,995465961785.03,2021-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,APBS (Aadhaar based),Direct Benefit Transfer,34396550,68615278993.03,54748,183536481.83,34341802,68431742511.2,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,APBS (Aadhaar based),Direct Benefit Transfer (LPG),68542240,2412962374.61,367412,20720147.4,68174828,2392242227.21,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,APBS (Aadhaar based),Other credits,1797390,8778685281.76,3650,58961714.05,1793740,8719723567.71,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer,68525394,152158791124.39,781287,1740086980.59,67744107,150418704143.8,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),10558968,485002529.69,578119,27785213.64,9980849,457217316.05,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,NACH Credit - 306 format (Account based),Other credits,38382299,703466430973.75,436923,7852651387.4,37945376,695613779586.35,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,NACH Credit - 156 format (Account based),Other credits,10272,523209678,7,397686,10265,522811992,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,July,7,Total Credit,Total Credit,222213113,936440360955.23,2222146,9884139610.91,219990967,926556221344.32,2021-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,APBS (Aadhaar based),Direct Benefit Transfer,55543401,146051930773.16,63422,367741851.92,55479979,145684188921.24,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,APBS (Aadhaar based),Direct Benefit Transfer (LPG),15234835,498984455.58,18702,594981.54,15216133,498389474.04,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,APBS (Aadhaar based),Other credits,1457201,29692432450.43,2109,70955283.54,1455092,29621477166.89,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer,157706887,932197494921.36,1315814,5580120676.76,156391073,926617374244.6,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),106594,5097217.22,225,10682.86,106369,5086534.36,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,NACH Credit - 306 format (Account based),Other credits,49782780,2644491466820.45,393963,31219039814.83,49388817,2613272427005.61,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,NACH Credit - 156 format (Account based),Other credits,15120,4169300165,13,11095972,15107,4158204193,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,August,8,Total Credit,Total Credit,279846818,3757106706803.19,1794248,37249559263.45,278052570,3719857147539.74,2021-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,APBS (Aadhaar based),Direct Benefit Transfer,24670353,47656867191.57,24008,118738884.57,24646345,47538128307,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,APBS (Aadhaar based),Direct Benefit Transfer (LPG),51999034,1646628276.25,92055,3194856.4,51906979,1643433419.85,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,APBS (Aadhaar based),Other credits,1491755,12684265684.18,11368,134348914.58,1480387,12549916769.6,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer,66889344,116184776825.01,799595,1095396833.96,66089749,115089379991.05,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),1860917,94394417.33,13623,479072.39,1847294,93915344.94,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,NACH Credit - 306 format (Account based),Other credits,48403079,796467335608.75,1025707,9457296467.86,47377372,787010039140.89,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,NACH Credit - 156 format (Account based),Other credits,12689,535673938,6,224565,12683,535449373,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,September,9,Total Credit,Total Credit,195327171,975269941941.09,1966362,10809679594.76,193360809,964460262346.33,2021-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,APBS (Aadhaar based),Direct Benefit Transfer,30168899,60988756958.93,38657,133806963.23,30130242,60854949995.7,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,APBS (Aadhaar based),Direct Benefit Transfer (LPG),87552689,3091656472.32,207161,7366979.48,87345528,3084289492.84,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,APBS (Aadhaar based),Other credits,1570084,11585343124.79,9478,71091957.76,1560606,11514251167.03,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer,87338983,190582994022.97,1586736,3296315047.56,85752247,187286678975.41,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),5431675,257469047.24,24933,1124772.31,5406742,256344274.93,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,NACH Credit - 306 format (Account based),Other credits,73255977,1036765132190.53,641759,7232375861.79,72614218,1029532756328.74,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,NACH Credit - 156 format (Account based),Other credits,12639,543972168,9,442531,12630,543529637,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,October,10,Total Credit,Total Credit,285330946,1303815323984.78,2508733,10742524113.13,282822213,1293072799871.65,2021-11-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,APBS (Aadhaar based),Direct Benefit Transfer,37147294,72110629233.36,42103,150417962.97,37105191,71960211270.39,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,APBS (Aadhaar based),Direct Benefit Transfer (LPG),73064867,2440858494.26,97562,3322724.92,72967305,2437535769.34,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,APBS (Aadhaar based),Other credits,1702782,22945809532.92,7811,182298644.23,1694971,22763510888.69,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer,69990711,133483670609.9,641239,1201143332.8,69349472,132282527277.1,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),5017734,202683798.23,25668,913837.41,4992066,201769960.82,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,NACH Credit - 306 format (Account based),Other credits,63193044,840982054916.27,487933,8676344659.26,62705111,832305710257.01,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,NACH Credit - 156 format (Account based),Other credits,16815,429987578,8,372586,16807,429614992,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,November,11,Total Credit,Total Credit,250133247,1072595694162.94,1302324,10214813747.59,248830923,1062380880415.35,2021-12-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,APBS (Aadhaar based),Direct Benefit Transfer,36737251,88707773815.83,54248,212567262.18,36683003,88495206553.65,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,APBS (Aadhaar based),Direct Benefit Transfer (LPG),67556861,2310454647.2,91518,3147931.65,67465343,2307306715.55,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,APBS (Aadhaar based),Other credits,3927579,58855729897.8,14351,830222715.22,3913228,58025507182.58,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer,77147235,220079822088.09,913725,1552990226.34,76233510,218526831861.75,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),3570793,164200083.26,19451,826852.85,3551342,163373230.41,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,NACH Credit - 306 format (Account based),Other credits,67653367,911074589767.57,1096286,36996955719.88,66557081,874077634047.69,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,NACH Credit - 156 format (Account based),Other credits,1658,30532553,3,48587,1655,30483966,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2021,December,12,Total Credit,Total Credit,256594744,1281223102852.75,2189582,39596759295.12,254405162,1241626343557.63,2022-01-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,APBS (Aadhaar based),Direct Benefit Transfer,46059547,96308038189.34,87419,238755725.23,45972128,96069282464.11,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,APBS (Aadhaar based),Direct Benefit Transfer (LPG),61258256,2152505557.4,200059,7505390.75,61058197,2145000166.65,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,APBS (Aadhaar based),Other credits,3810183,82545612593.74,13199,1798338086.3,3796984,80747274507.44,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,NACH Credit - 306 format (Account based),143929382,335000617334.62,1325790,2402389737.41,142603592,332598227597.21,,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),4610241,210239135.66,97192,3924027.25,4513049,206315108.41,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,NACH Credit - 306 format (Account based),Other credits,56774724,932914786980.8,556783,13440612789.88,56217941,919474174190.92,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,NACH Credit - 156 format (Account based),Other credits,1511,66370961,,,1511,66370961,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,January,1,Total Credit,Total Credit,316443844,1449198170752.56,2280442,17891525756.82,314163402,1431306644995.74,2022-02-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,APBS (Aadhaar based),Direct Benefit Transfer,39846739,81192330069.34,57314,202460683.96,39789425,80989869385.38,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,APBS (Aadhaar based),Direct Benefit Transfer (LPG),23208931,761640745.18,38261,1307390.79,23170670,760333354.39,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,APBS (Aadhaar based),Other credits,2109271,49566141572.14,14244,2020061889.08,2095027,47546079683.06,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer,76655901,138904786418.14,863188,1051269945.06,75792713,137853516473.08,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),3209061,133312936.6,91663,3769242.72,3117398,129543693.88,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,NACH Credit - 306 format (Account based),Other credits,73790048,910944768337.7,491284,7370656127.58,73298764,903574112210.12,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,February,2,Total Credit,Total Credit,218819951,1181502980079.1,1555954,10649525279.19,217263997,1170853454799.91,2022-03-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,APBS (Aadhaar based),Direct Benefit Transfer,43050054,103436669765.7,64076,290552408.38,42985978,103146117357.32,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,APBS (Aadhaar based),Direct Benefit Transfer (LPG),93315909,3163288356.55,373823,14120988.33,92942086,3149167368.22,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,APBS (Aadhaar based),Other credits,3702003,49045652522.72,21392,1704888711.28,3680611,47340763811.44,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer,88113167,173083948773.95,1076409,1629461112.62,87036758,171454487661.33,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),12772555,633595164.84,240362,14187213.19,12532193,619407951.65,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,NACH Credit - 306 format (Account based),Other credits,81701231,1140564102636.21,1246595,12204789928.55,80454636,1128359312707.66,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2021-22,2022,March,3,Total Credit,Total Credit,322654919,1469927257219.97,3022657,15858000362.35,319632262,1454069256857.62,2022-04-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,APBS (Aadhaar based),Direct Benefit Transfer,15261723,52874128383.37,27483,183760462.6,15234240,52690367920.77,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,APBS (Aadhaar based),Direct Benefit Transfer (LPG),93965866,3305601916.18,478610,17676464.45,93487256,3287925451.73,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,APBS (Aadhaar based),Other credits,2727105,55001322281.83,20545,2965650404.62,2706560,52035671877.21,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer,66390365,125110577599,1562841,801361890.66,64827524,124309215708.34,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),14898358,660889707.62,221569,7960703.37,14676789,652929004.25,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,NACH Credit - 306 format (Account based),Other credits,51687286,988757883314.78,1032457,8571583774.61,50654829,980186299540.17,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,April,4,Total Credit,Total Credit,244930703,1225710403202.78,3343505,12547993700.31,241587198,1213162409502.47,2022-05-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,APBS (Aadhaar based),Direct Benefit Transfer,143807466,315291662201.28,345215,864287645.05,143462251,314427374556.23,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,APBS (Aadhaar based),Direct Benefit Transfer (LPG),79995259,3162959551.68,484924,19176888.72,79510335,3143782662.96,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,APBS (Aadhaar based),Other credits,2998965,91660236454.21,28709,3938993399.85,2970256,87721243054.36,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer,126475906,268142933458.34,1926290,2604267936.27,124549616,265538665522.07,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),8762006,406040557.8,157309,5508174.58,8604697,400532383.22,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,NACH Credit - 306 format (Account based),Other credits,44214011,704864797382.14,251838,17943772685.02,43962173,686921024697.12,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,May,5,Total Credit,Total Credit,406253613,1383528629605.45,3194285,25376006729.49,403059328,1358152622875.96,2022-06-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,APBS (Aadhaar based),Direct Benefit Transfer,43620090,167891663300.09,53332,388910134.01,43566758,167502753166.08,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,APBS (Aadhaar based),Direct Benefit Transfer (LPG),76136733,5039204404.74,310488,16513290.86,75826245,5022691113.88,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,APBS (Aadhaar based),Other credits,2467167,57197911777.4,14664,1820226289.98,2452503,55377685487.42,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer,72860180,174657746296.06,626660,1254199427.48,72233520,173403546868.58,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),18677821,1242403740.28,289937,15097655.99,18387884,1227306084.29,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,NACH Credit - 306 format (Account based),Other credits,57467966,833423771303.34,316536,10085036141.58,57151430,823338735161.76,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,June,6,Total Credit,Total Credit,271229957,1239452700821.91,1611617,13579982939.9,269618340,1225872717882.01,2022-07-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,APBS (Aadhaar based),Direct Benefit Transfer,43162014,90138017404.91,47674,283586094.37,43114340,89854431310.54,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,APBS (Aadhaar based),Direct Benefit Transfer (LPG),81201527,6336408302.43,574851,31702870.99,80626676,6304705431.44,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,APBS (Aadhaar based),Other credits,1633281,28634855156.4,9474,1378678609.21,1623807,27256176547.19,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer,73544544,157596277427.38,739455,1330042349.2,72805089,156266235078.18,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),22184031,1720919133.12,449892,30030389.8,21734139,1690888743.32,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,NACH Credit - 306 format (Account based),Other credits,93558550,1037450268251.15,1143900,9888428404.13,92414650,1027561839847.01,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,July,7,Total Credit,Total Credit,315283947,1321876745675.39,2965246,12942468717.7,312318701,1308934276957.68,2022-08-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,APBS (Aadhaar based),Direct Benefit Transfer,31045194,72988629281.55,40498,206931945.55,31004696,72781697336,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,APBS (Aadhaar based),Direct Benefit Transfer (LPG),83264970,6019693355.7,640365,33893665.36,82624605,5985799690.34,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,APBS (Aadhaar based),Other credits,1935365,17616320869.12,6908,654973021.92,1928457,16961347847.2,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer,82257183,154946619653.64,882711,1503719290.98,81374472,153442900362.66,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,NACH Credit - 306 format (Account based),Direct Benefit Transfer (LPG),13732901,1249847944.47,694586,43234152.51,13038315,1206613791.96,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,NACH Credit - 306 format (Account based),Other credits,98014083,1128622283374.22,562337,6070115643.25,97451746,1122552167730.97,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,NACH Credit - 156 format (Account based),Other credits,,,,,,,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,August,8,Total Credit,Total Credit,310249696,1381443394478.7,2827405,8512867719.57,307422291,1372930526759.13,2022-09-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,September,9,APBS (Aadhaar based),Direct Benefit Transfer,29336430,106536031783.22,44188,288305799.96,29292242,106247725983.26,2022-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
2022-23,2022,September,9,APBS (Aadhaar based),Direct Benefit Transfer (LPG),84877344,7063864543.46,392771,28548910,84484573,7035315633.46,2022-10-01,2026-03-01,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/nach/product-statistics
