fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2025-26,2025,August,8,Sponsor,DEUT,DEUTSCHE BANK AG,"2,800",850,30.36,478,17.07,4,0.14,856,30.57,"2,188",78.14,612,21.86,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,ESAF,ESAF SMALL FINANCE BANK LTD,12,2,16.67,1,8.33,0,0.00,2,16.67,5,41.67,7,58.33,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,ESFB,EQUITAS SMALL FINANCE BANK LTD,375,105,28.00,74,19.73,3,0.80,49,13.07,231,61.60,144,38.40,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,FDRL,FEDERAL BANK,"38,315","4,131",10.78,"9,750",25.45,56,0.15,"7,916",20.66,"21,853",57.04,"16,462",42.96,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,HDFC,HDFC BANK LTD,"3,96,072","1,41,086",35.62,"66,443",16.78,608,0.15,"89,482",22.59,"2,97,619",75.14,"98,453",24.86,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,"1,069",149,13.94,385,36.01,1,0.09,258,24.13,793,74.18,276,25.82,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,IBKL,IDBI BANK,"2,365","1,107",46.81,274,11.59,9,0.38,480,20.30,"1,870",79.07,495,20.93,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,ICIC,ICICI BANK LTD,"5,52,972","1,12,936",20.42,"1,34,343",24.29,"1,576",0.29,"1,29,184",23.36,"3,78,039",68.36,"1,74,933",31.64,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,IDFB,IDFC FIRST BANK LTD,"89,518","26,929",30.08,"18,334",20.48,914,1.02,"17,752",19.83,"63,929",71.41,"25,589",28.59,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,IDIB,INDIAN BANK,"3,814","1,952",51.18,430,11.27,8,0.21,772,20.24,"3,162",82.91,652,17.09,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,INDB,INDUSIND BANK,"38,166","13,472",35.30,"6,083",15.94,153,0.40,"7,780",20.38,"27,488",72.02,"10,678",27.98,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,IOBA,INDIAN OVERSEAS BANK,298,64,21.48,143,47.99,0,0.00,33,11.07,240,80.54,58,19.46,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,JSFB,JANA SMALL FINANCE BANK LTD,723,311,43.02,121,16.74,3,0.41,66,9.13,501,69.29,222,30.71,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,KARB,KARNATAKA BANK LTD,15,6,40.00,0,0.00,0,0.00,0,0.00,6,40.00,9,60.00,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,KKBK,KOTAK MAHINDRA BANK LTD,"1,49,297","26,055",17.45,"36,655",24.55,176,0.12,"35,341",23.67,"98,227",65.79,"51,070",34.21,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,KVBL,KARUR VYSA BANK,36,13,36.11,6,16.67,0,0.00,4,11.11,23,63.89,13,36.11,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,MAHB,BANK OF MAHARASHTRA,446,233,52.24,58,13.00,0,0.00,80,17.94,371,83.18,75,16.82,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,NESF,NORTH EAST SMALL FINANCE BANK LIMITED,"1,483",288,19.42,182,12.27,2,0.13,560,37.76,"1,032",69.59,451,30.41,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,PSIB,PUNJAB AND SIND BANK,298,107,35.91,50,16.78,0,0.00,56,18.79,213,71.48,85,28.52,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,PUNB,PUNJAB NATIONAL BANK,539,282,52.32,77,14.29,0,0.00,114,21.15,473,87.76,66,12.24,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,RATN,RBL BANK LIMITED,406,170,41.87,60,14.78,2,0.49,56,13.79,288,70.94,118,29.06,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,SBIN,STATE BANK OF INDIA,387,112,28.94,83,21.45,2,0.52,31,8.01,228,58.91,159,41.09,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,SCBL,STANDARD CHARTERED BANK,"29,388","9,852",33.52,"4,440",15.11,58,0.20,"6,647",22.62,"20,997",71.45,"8,391",28.55,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,SIBL,THE SOUTH INDIAN BANK LIMITED,138,57,41.30,23,16.67,0,0.00,20,14.49,100,72.46,38,27.54,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,SRCB,Saraswat Bank,422,187,44.31,58,13.74,1,0.24,71,16.82,317,75.12,105,24.88,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,STCB,SBM BANK INDIA LTD,16,1,6.25,4,25.00,0,0.00,5,31.25,10,62.50,6,37.50,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,SURY,SURYODAY SMALL FINANCE BANK LTD,268,62,23.13,47,17.54,1,0.37,67,25.00,177,66.04,91,33.96,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,UBIN,UNION BANK OF INDIA,"1,547",642,41.50,234,15.13,7,0.45,213,13.77,"1,096",70.85,451,29.15,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,UCBA,UCO BANK,118,50,42.37,15,12.71,0,0.00,32,27.12,97,82.20,21,17.80,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,USFB,UJJIVAN SMALL FINANCE BANK LTD,"2,062",540,26.19,307,14.89,10,0.48,481,23.33,"1,338",64.89,724,35.11,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,UTIB,AXIS BANK,"28,148","9,948",35.34,"3,392",12.05,60,0.21,"6,014",21.37,"19,414",68.97,"8,734",31.03,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,UTKS,UTKARSH SMALL FINANCE BANK LTD,138,44,31.88,25,18.12,1,0.72,29,21.01,99,71.74,39,28.26,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,August,8,Sponsor,YESB,YES BANK,"7,80,783","1,67,812",21.49,"1,71,245",21.93,"2,114",0.27,"2,08,586",26.71,"5,49,757",70.41,"2,31,026",29.59,2026-04-06,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,AUBL,AU SMALL FINANCE BANK,2070,1101,53.188405797101446,226,10.917874396135266,31,1.497584541062802,296,14.299516908212562,1654,79.90338164251207,416,20.096618357487923,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,BARB,BANK OF BARODA,4305,1695,39.37282229965157,621,14.425087108013937,225,5.2264808362369335,964,22.392566782810686,3505,81.41695702671312,800,18.583042973286876,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,BDBL,BANDHAN BANK LTD,1024,399,38.96484375,192,18.75,12,1.171875,175,17.08984375,778,75.9765625,246,24.0234375,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,BKID,BANK OF INDIA,2085,1050,50.35971223021583,239,11.462829736211031,9,0.4316546762589928,361,17.314148681055155,1659,79.56834532374101,426,20.431654676258994,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,CBIN,CENTRAL BANK OF INDIA,5,0,0,5,100,0,0,0,0,5,100,0,0,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,CHAS,J P MORGAN CHASE BANK NA,932,393,42.16738197424893,219,23.49785407725322,14,1.502145922746781,133,14.27038626609442,759,81.43776824034335,173,18.56223175965665,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,CITI,CITIBANK N A,175999,56465,32.082568650958244,29606,16.82168648685504,2988,1.6977369189597666,57353,32.58711697225552,146412,83.18910902902857,29587,16.810890970971425,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,CNRB,CANARA BANK,399,161,40.35087719298245,88,22.05513784461153,5,1.2531328320802004,69,17.293233082706767,323,80.95238095238095,76,19.047619047619047,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,COSB,THE COSMOS COOP BANK LTD,16,10,62.5,0,0,0,0,2,12.5,12,75,4,25,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,CSBK,CSB BANK LTD,21,10,47.61904761904761,3,14.285714285714285,0,0,2,9.523809523809524,15,71.42857142857143,6,28.57142857142857,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,DBSS,DBS BANK INDIA LTD,2292,480,20.94240837696335,873,38.089005235602095,39,1.7015706806282722,489,21.335078534031414,1881,82.06806282722513,411,17.93193717277487,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,DEUT,DEUTSCHE BANK AG,2962,894,30.182309250506417,555,18.7373396353815,46,1.5530047265361242,931,31.43146522619851,2426,81.90411883862255,536,18.09588116137745,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,ESAF,ESAF SMALL FINANCE BANK LTD,16,5,31.25,1,6.25,0,0,4,25,10,62.5,6,37.5,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,ESFB,EQUITAS SMALL FINANCE BANK LTD,328,87,26.52439024390244,54,16.463414634146343,5,1.524390243902439,50,15.24390243902439,196,59.756097560975604,132,40.243902439024396,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,FDRL,FEDERAL BANK,43890,4728,10.772385509227615,11877,27.06083390293917,678,1.544771018455229,10286,23.435862383230806,27569,62.81385281385281,16321,37.18614718614718,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,HDFC,HDFC BANK LTD,351617,133436,37.94924591245588,56764,16.143701811914667,6218,1.7684014140385704,79758,22.68320359937091,276176,78.54455273778002,75441,21.455447262219973,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,871,145,16.647531572904708,288,33.065442020665905,23,2.640642939150402,234,26.865671641791046,690,79.21928817451206,181,20.780711825487945,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,IBKL,IDBI BANK,2592,1266,48.842592592592595,295,11.381172839506174,39,1.5046296296296295,516,19.90740740740741,2116,81.6358024691358,476,18.3641975308642,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,ICIC,ICICI BANK LTD,473029,108576,22.953349583217943,104053,21.997171420779697,13392,2.83111606265155,126801,26.806178902350595,352822,74.58781596899978,120207,25.412184031000212,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,IDFB,IDFC FIRST BANK LTD,125953,30054,23.861281589164214,27279,21.658078807174107,2308,1.8324295570569975,28405,22.552063071145586,88046,69.9038530245409,37907,30.0961469754591,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,IDIB,INDIAN BANK,3525,1851,52.51063829787233,435,12.340425531914894,37,1.049645390070922,640,18.156028368794328,2963,84.05673758865248,562,15.943262411347517,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,INDB,INDUSIND BANK,41083,14104,34.33050166735633,6491,15.799722512961564,754,1.8353090085923618,8854,21.551493318404205,30203,73.51702650731447,10880,26.48297349268554,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,IOBA,INDIAN OVERSEAS BANK,278,69,24.820143884892087,124,44.60431654676259,0,0,38,13.66906474820144,231,83.09352517985612,47,16.906474820143885,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,JSFB,JANA SMALL FINANCE BANK LTD,712,301,42.2752808988764,113,15.870786516853933,4,0.5617977528089888,84,11.797752808988763,502,70.50561797752809,210,29.49438202247191,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,KARB,KARNATAKA BANK LTD,12,4,33.33333333333333,0,0,0,0,4,33.33333333333333,8,66.66666666666666,4,33.33333333333333,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,KKBK,KOTAK MAHINDRA BANK LTD,126156,24673,19.557531944576557,29678,23.524842258790706,2507,1.987222169377596,32085,25.43279748882336,88943,70.50239386156821,37213,29.49760613843178,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,KVBL,KARUR VYSA BANK,69,34,49.275362318840585,15,21.73913043478261,0,0,11,15.942028985507244,60,86.95652173913044,9,13.043478260869565,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,MAHB,BANK OF MAHARASHTRA,468,262,55.98290598290598,60,12.82051282051282,1,0.2136752136752137,78,16.666666666666664,401,85.68376068376068,67,14.316239316239315,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,NESF,NORTH EAST SMALL FINANCE BANK LIMITED,1171,279,23.82578992314261,166,14.175918018787362,28,2.391118701964133,418,35.69598633646456,891,76.08881298035867,280,23.911187019641332,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,PSIB,PUNJAB AND SIND BANK,259,99,38.22393822393823,31,11.96911196911197,5,1.9305019305019304,61,23.552123552123554,196,75.67567567567568,63,24.324324324324326,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,PUNB,PUNJAB NATIONAL BANK,417,217,52.038369304556355,47,11.270983213429256,4,0.9592326139088728,67,16.06714628297362,335,80.3357314148681,82,19.664268585131893,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,RATN,RBL BANK LIMITED,491,193,39.307535641547865,79,16.08961303462322,6,1.2219959266802443,83,16.90427698574338,361,73.5234215885947,130,26.476578411405292,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,SBIN,STATE BANK OF INDIA,366,88,24.043715846994534,80,21.85792349726776,2,0.546448087431694,22,6.0109289617486334,192,52.459016393442624,174,47.540983606557376,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,SCBL,STANDARD CHARTERED BANK,28204,9952,35.28577506736633,4400,15.600624024960998,493,1.7479790100694936,6384,22.635087221670684,21229,75.26946532406751,6975,24.730534675932493,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,SIBL,THE SOUTH INDIAN BANK LIMITED,108,51,47.22222222222222,13,12.037037037037036,0,0,24,22.22222222222222,88,81.48148148148148,20,18.51851851851852,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,SRCB,Saraswat Bank,476,218,45.79831932773109,60,12.605042016806722,2,0.42016806722689076,104,21.84873949579832,384,80.67226890756302,92,19.327731092436977,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,STCB,SBM BANK INDIA LTD,5,0,0,0,0,3,60,0,0,3,60,2,40,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,SURY,SURYODAY SMALL FINANCE BANK LTD,307,89,28.990228013029316,32,10.423452768729643,12,3.908794788273615,100,32.57328990228013,233,75.8957654723127,74,24.104234527687296,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,UBIN,UNION BANK OF INDIA,1769,752,42.509892594686264,290,16.39344262295082,15,0.8479366873940078,271,15.319389485585077,1328,75.07066139061617,441,24.929338609383834,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,UCBA,UCO BANK,97,26,26.804123711340207,13,13.402061855670103,0,0,32,32.98969072164948,71,73.19587628865979,26,26.804123711340207,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,USFB,UJJIVAN SMALL FINANCE BANK LTD,2230,707,31.704035874439462,307,13.766816143497756,47,2.10762331838565,533,23.90134529147982,1594,71.4798206278027,636,28.52017937219731,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,UTIB,AXIS BANK,28476,10420,36.592218008147206,3759,13.200589970501476,567,1.991150442477876,6309,22.155499367888748,21055,73.93945778901531,7421,26.06054221098469,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,UTKS,UTKARSH SMALL FINANCE BANK LTD,120,39,32.5,15,12.5,6,5,34,28.333333333333332,94,78.33333333333333,26,21.666666666666668,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,September,9,Sponsor,YESB,YES BANK,777995,174931,22.484848874350092,166101,21.34988014061787,21017,2.7014312431313825,223645,28.746328703911978,585694,75.28248896201133,192301,24.717511037988675,2026-04-06,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,AUBL,AU SMALL FINANCE BANK,"2,178","1,072",49.22,224,10.28,34,1.56,354,16.25,"1,684",77.32,494,22.68,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,BARB,BANK OF BARODA,"4,862","2,097",43.13,726,14.93,134,2.76,"1,214",24.97,"4,171",85.79,691,14.21,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,BDBL,BANDHAN BANK LTD,"1,241",410,33.04,223,17.97,43,3.46,256,20.63,932,75.10,309,24.90,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,BKID,BANK OF INDIA,"1,964",962,48.98,266,13.54,21,1.07,337,17.16,"1,586",80.75,378,19.25,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CBIN,CENTRAL BANK OF INDIA,3,1,33.33,1,33.33,0,0.00,1,33.33,3,100.00,0,0.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CHAS,J P MORGAN CHASE BANK NA,795,321,40.38,173,21.76,10,1.26,127,15.97,631,79.37,164,20.63,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CITI,CITIBANK N A,"1,44,537","50,666",35.05,"23,671",16.38,"3,511",2.43,"46,612",32.25,"1,24,460",86.11,"20,077",13.89,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CIUB,CITY UNION BANK LTD,1,0,0.00,1,100.00,0,0.00,0,0.00,1,100.00,0,0.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CNRB,CANARA BANK,442,164,37.10,91,20.59,4,0.90,109,24.66,368,83.26,74,16.74,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,COSB,THE COSMOS COOP BANK LTD,9,4,44.44,0,0.00,0,0.00,4,44.44,8,88.89,1,11.11,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,CSBK,CSB BANK LTD,48,30,62.50,5,10.42,1,2.08,9,18.75,45,93.75,3,6.25,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,DBSS,DBS BANK INDIA LTD,"2,037",554,27.20,685,33.63,25,1.23,386,18.95,"1,650",81.00,387,19.00,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,DEUT,DEUTSCHE BANK AG,"2,865",782,27.29,520,18.15,60,2.09,"1,007",35.15,"2,369",82.69,496,17.31,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,ESAF,ESAF SMALL FINANCE BANK LTD,16,5,31.25,4,25.00,0,0.00,5,31.25,14,87.50,2,12.50,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,ESFB,EQUITAS SMALL FINANCE BANK LTD,264,70,26.52,40,15.15,8,3.03,66,25.00,184,69.70,80,30.30,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,FDRL,FEDERAL BANK,"40,332","4,323",10.72,"11,464",28.42,"1,055",2.62,"11,016",27.31,"27,858",69.07,"12,474",30.93,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,HDFC,HDFC BANK LTD,"3,75,276","1,37,818",36.72,"64,659",17.23,"9,112",2.43,"94,647",25.22,"3,06,236",81.60,"69,040",18.40,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2025-26,2025,October,10,Sponsor,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,952,135,14.18,411,43.17,30,3.15,241,25.32,817,85.82,135,14.18,2026-04-06,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
