fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2022-23,2022,November,11,19,2022-11-19,2.90,790.05,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,20,2022-11-20,2.60,668.69,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,21,2022-11-21,3.01,809.85,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,22,2022-11-22,3.01,811.54,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,23,2022-11-23,2.97,799.43,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,24,2022-11-24,2.76,742.88,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,25,2022-11-25,3.00,814.96,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,26,2022-11-26,2.91,814.61,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,27,2022-11-27,2.45,631.85,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,28,2022-11-28,2.78,764.50,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,29,2022-11-29,2.81,780.38,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,November,11,30,2022-11-30,2.73,772.88,2026-04-03,2022-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,1,2022-12-01,3.23,975.49,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,2,2022-12-02,3.11,934.04,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,3,2022-12-03,2.96,876.95,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,4,2022-12-04,2.58,702.46,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,5,2022-12-05,3.19,919.20,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,6,2022-12-06,3.10,897.87,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,7,2022-12-07,3.04,880.54,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,8,2022-12-08,2.92,863.51,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,9,2022-12-09,2.66,769.13,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,10,2022-12-10,3.10,898.86,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,11,2022-12-11,2.79,749.03,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,12,2022-12-12,3.67,1002.11,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,13,2022-12-13,3.65,966.85,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,14,2022-12-14,3.51,911.94,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,15,2022-12-15,3.36,876.55,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,16,2022-12-16,3.19,839.37,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,17,2022-12-17,2.95,772.90,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,18,2022-12-18,2.66,647.45,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,19,2022-12-19,2.84,737.85,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,20,2022-12-20,3.26,858.04,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,21,2022-12-21,3.01,789.08,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,22,2022-12-22,2.88,744.51,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,23,2022-12-23,2.89,754.33,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,24,2022-12-24,2.90,774.97,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,25,2022-12-25,2.33,564.66,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,26,2022-12-26,2.91,765.40,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,27,2022-12-27,2.76,734.04,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,28,2022-12-28,2.90,774.04,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,29,2022-12-29,2.84,772.23,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,30,2022-12-30,2.94,827.55,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2022,December,12,31,2022-12-31,3.33,902.78,2026-04-03,2023-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,1,2023-01-01,2.55,643.20,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,2,2023-01-02,3.50,1031.79,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,3,2023-01-03,3.30,976.64,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,4,2023-01-04,3.25,947.09,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,5,2023-01-05,3.25,934.75,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,6,2023-01-06,3.06,886.40,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,7,2023-01-07,2.76,817.41,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,8,2023-01-08,2.23,639.33,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,9,2023-01-09,3.53,1028.67,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,10,2023-01-10,3.44,993.76,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,11,2023-01-11,3.25,936.00,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,12,2023-01-12,3.56,1003.91,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,13,2023-01-13,3.71,1020.03,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,14,2023-01-14,3.25,874.06,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,15,2023-01-15,2.75,705.74,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,16,2023-01-16,3.39,896.07,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,17,2023-01-17,3.58,909.93,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,18,2023-01-18,3.32,848.46,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,19,2023-01-19,3.35,863.88,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,20,2023-01-20,3.33,873.89,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,21,2023-01-21,3.15,822.73,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,22,2023-01-22,2.71,666.62,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,23,2023-01-23,3.29,854.18,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,24,2023-01-24,3.18,831.41,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,25,2023-01-25,3.38,867.18,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,26,2023-01-26,2.56,638.75,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,27,2023-01-27,2.88,762.89,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,28,2023-01-28,2.77,750.26,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,29,2023-01-29,2.26,568.78,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,30,2023-01-30,2.88,785.76,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,January,1,31,2023-01-31,2.95,823.29,2026-04-03,2023-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,1,2023-02-01,3.41,1031.01,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,2,2023-02-02,3.27,972.77,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,3,2023-02-03,3.23,942.93,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,4,2023-02-04,2.84,807.98,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,5,2023-02-05,3.16,833.70,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,6,2023-02-06,3.77,1053.95,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,7,2023-02-07,3.28,947.07,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,8,2023-02-08,3.37,988.36,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,9,2023-02-09,3.53,1032.28,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,10,2023-02-10,3.29,974.05,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,11,2023-02-11,3.32,996.63,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,12,2023-02-12,2.72,751.67,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,13,2023-02-13,3.40,993.20,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,14,2023-02-14,3.40,985.21,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,15,2023-02-15,3.44,933.59,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2022-23,2023,February,2,16,2023-02-16,3.39,903.56,2026-04-03,2023-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
