fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2025-26,2025,June,6,28,2025-06-28,2.73,719.70,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,June,6,29,2025-06-29,2.22,546.30,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,June,6,30,2025-06-30,3.03,821.40,2026-04-03,2025-07-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,1,2025-07-01,3.47,984.43,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,2,2025-07-02,3.39,942.75,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,3,2025-07-03,3.31,901.51,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,4,2025-07-04,3.22,853.05,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,5,2025-07-05,3.34,848.53,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,6,2025-07-06,2.78,666.20,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,7,2025-07-07,3.67,949.99,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,8,2025-07-08,3.79,986.15,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,9,2025-07-09,3.67,966.80,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,10,2025-07-10,3.85,1036.28,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,11,2025-07-11,4.12,1072.76,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,12,2025-07-12,4.09,1049.45,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,13,2025-07-13,3.09,760.07,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,14,2025-07-14,3.89,981.45,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,15,2025-07-15,3.89,958.20,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,16,2025-07-16,3.62,885.94,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,17,2025-07-17,3.38,839.40,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,18,2025-07-18,3.24,814.06,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,19,2025-07-19,3.20,806.63,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,20,2025-07-20,2.68,648.85,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,21,2025-07-21,3.25,822.20,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,22,2025-07-22,2.91,738.32,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,23,2025-07-23,2.77,698.31,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,24,2025-07-24,2.66,677.38,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,25,2025-07-25,2.49,641.91,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,26,2025-07-26,2.54,644.47,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,27,2025-07-27,2.36,559.84,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,28,2025-07-28,2.81,714.10,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,29,2025-07-29,2.56,647.47,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,30,2025-07-30,2.78,713.01,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,July,7,31,2025-07-31,2.89,764.81,2026-04-03,2025-08-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,1,2025-08-01,3.36,938.83,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,2,2025-08-02,4.88,1252.50,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,3,2025-08-03,5.42,1304.56,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,4,2025-08-04,5.87,1500.69,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,5,2025-08-05,5.23,1353.51,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,6,2025-08-06,5.51,1417.08,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,7,2025-08-07,5.44,1381.22,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,8,2025-08-08,6.92,1707.09,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,9,2025-08-09,5.01,1199.22,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,10,2025-08-10,4.01,1042.14,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,11,2025-08-11,5.31,1398.20,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,12,2025-08-12,4.82,1255.75,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,13,2025-08-13,4.13,1069.39,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,14,2025-08-14,4.36,1095.54,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,15,2025-08-15,3.70,884.96,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,16,2025-08-16,4.00,942.64,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,17,2025-08-17,2.91,671.91,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,18,2025-08-18,4.10,1006.97,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,19,2025-08-19,3.85,958.37,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,20,2025-08-20,3.63,898.60,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,21,2025-08-21,3.30,826.72,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,22,2025-08-22,3.01,751.48,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,23,2025-08-23,2.92,733.83,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,24,2025-08-24,2.63,612.14,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,25,2025-08-25,3.53,866.01,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,26,2025-08-26,3.00,738.09,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,27,2025-08-27,2.66,655.11,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,28,2025-08-28,2.90,705.27,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,29,2025-08-29,2.95,722.30,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,30,2025-08-30,2.87,712.83,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,August,8,31,2025-08-31,2.34,554.23,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,1,2025-09-01,3.27,877.93,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,2,2025-09-02,3.11,813.38,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,3,2025-09-03,3.16,804.74,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,4,2025-09-04,3.21,809.95,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,5,2025-09-05,3.14,772.26,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,6,2025-09-06,3.08,763.96,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,7,2025-09-07,2.64,649.06,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,8,2025-09-08,3.49,896.81,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,9,2025-09-09,3.74,949.46,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,10,2025-09-10,3.87,958.27,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,11,2025-09-11,4.15,978.10,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,12,2025-09-12,4.44,1025.96,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,13,2025-09-13,4.40,1030.41,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,14,2025-09-14,3.15,718.67,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,15,2025-09-15,3.94,921.94,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,16,2025-09-16,4.00,927.78,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,17,2025-09-17,3.67,854.46,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,18,2025-09-18,3.85,911.26,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,19,2025-09-19,3.41,805.38,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,20,2025-09-20,3.34,804.47,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,21,2025-09-21,2.70,627.96,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,22,2025-09-22,3.27,797.42,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,23,2025-09-23,3.32,824.25,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,24,2025-09-24,3.11,777.95,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,25,2025-09-25,3.16,792.83,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,26,2025-09-26,3.21,905.70,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,27,2025-09-27,3.72,1342.74,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,28,2025-09-28,3.01,918.48,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,29,2025-09-29,3.74,1149.47,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,September,9,30,2025-09-30,3.20,944.53,2026-04-03,2025-10-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,1,2025-10-01,3.03,862.94,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,2,2025-10-02,2.53,671.70,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,3,2025-10-03,2.90,868.55,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,4,2025-10-04,3.02,945.75,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,5,2025-10-05,3.02,893.06,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,6,2025-10-06,4.23,1253.32,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,7,2025-10-07,3.91,1133.14,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,8,2025-10-08,4.46,1314.74,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,9,2025-10-09,4.25,1228.11,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,10,2025-10-10,4.00,1123.30,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,11,2025-10-11,4.19,1089.38,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,12,2025-10-12,3.35,828.95,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,13,2025-10-13,4.14,1063.42,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,14,2025-10-14,3.95,1031.21,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,15,2025-10-15,3.99,1048.44,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,16,2025-10-16,3.98,1054.19,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,17,2025-10-17,4.35,1200.79,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,18,2025-10-18,5.06,1361.18,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,19,2025-10-19,4.14,1071.52,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,20,2025-10-20,3.99,973.90,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,21,2025-10-21,2.92,744.74,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,22,2025-10-22,3.29,841.27,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,23,2025-10-23,3.34,840.74,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,24,2025-10-24,3.41,933.08,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,25,2025-10-25,3.42,975.27,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,26,2025-10-26,2.69,674.50,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,27,2025-10-27,2.69,669.52,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,28,2025-10-28,2.48,632.38,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,29,2025-10-29,2.73,720.32,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,30,2025-10-30,2.44,649.58,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,October,10,31,2025-10-31,2.52,680.37,2026-04-03,2025-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,1,2025-11-01,3.31,979.02,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,2,2025-11-02,2.69,740.87,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,3,2025-11-03,3.21,932.23,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,4,2025-11-04,3.21,911.31,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,5,2025-11-05,3.70,948.08,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,6,2025-11-06,3.60,905.97,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,7,2025-11-07,3.65,974.54,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,8,2025-11-08,3.47,973.93,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,9,2025-11-09,2.80,744.26,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,10,2025-11-10,3.65,996.91,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,11,2025-11-11,3.58,944.26,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,12,2025-11-12,3.88,1009.56,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,13,2025-11-13,3.70,952.42,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,14,2025-11-14,3.40,888.91,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,15,2025-11-15,3.53,905.95,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,16,2025-11-16,2.88,719.19,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,17,2025-11-17,3.53,915.16,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,18,2025-11-18,3.27,853.17,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,19,2025-11-19,3.44,874.60,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,20,2025-11-20,5.85,1416.50,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,21,2025-11-21,5.11,1258.58,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,22,2025-11-22,4.33,1085.03,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,23,2025-11-23,3.15,746.69,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,24,2025-11-24,3.87,980.63,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,25,2025-11-25,3.46,882.83,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,26,2025-11-26,3.11,795.71,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,27,2025-11-27,3.09,788.58,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,28,2025-11-28,3.03,787.92,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,29,2025-11-29,2.95,809.17,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,November,11,30,2025-11-30,2.45,635.71,2026-04-03,2025-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,1,2025-12-01,3.34,951.67,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,2,2025-12-02,3.12,885.10,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,3,2025-12-03,2.97,821.12,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,4,2025-12-04,3.01,805.90,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,5,2025-12-05,2.93,769.08,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,6,2025-12-06,3.25,867.29,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,7,2025-12-07,2.72,716.68,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,8,2025-12-08,3.51,958.57,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,9,2025-12-09,3.23,887.23,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,10,2025-12-10,3.54,929.57,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,11,2025-12-11,3.74,932.75,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,12,2025-12-12,3.71,920.38,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2025-26,2025,December,12,13,2025-12-13,3.66,905.99,2026-04-03,2026-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
