fiscal_year,year,month,month_numeric,imps_beneficiary_banks,total_volume_mn,approved_pct,bd_pct,td_pct,deemed_approved_pct,updated_on,released_on,data_source,data_url
2024-25,2024,December,12,RBL Bank Limited,1.11,93.68,6.06,0,0.26,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,NSDL PAYMENTS BANK LIMITED,1.01,86.69,12.41,0.53,0.37,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Karnataka Gramin Bank,0.98,95.49,2.14,1.22,1.15,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Madhya Bihar Gramin Bank,0.95,94.59,3.22,0.73,1.46,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Kerala Gramin Bank -IMPS,0.93,95.3,2.48,1.56,0.66,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Andhra Pradesh Grameena Vikas Bank,0.71,92.53,2.1,1.45,3.92,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Prathama U.P Gramin Bank,0.78,91.61,6.84,0.01,1.54,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,ESAF Small Finance Bank,0.73,96.47,2.64,0.74,0.15,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Standard Chartered Bank,0.7,95.57,4.29,0.1,0.04,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2024-25,2024,December,12,Sarva Haryana Gramin Bank,0.66,92.51,5.14,0.46,1.9,2026-04-03,2025-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,State Bank of India,97.45,96.84,1.75,1.19,0.21,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,HDFC Bank,34,97.04,2.89,0.07,0,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,BANK OF BARODA,27.48,97.55,2.17,0.17,0.11,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Punjab national Bank,26.52,95.14,2.47,2.24,0.15,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Union Bank of India,24.6,97.14,2.22,0.6,0.04,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Kotak Mahindra Bank,22.35,97.7,2.01,0.26,0.03,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Canara Bank,19.07,97.91,1.97,0.04,0.08,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,ICICI Bank,17.63,95.97,3.89,0.1,0.04,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Airtel Payments Bank,16.79,92.17,6.65,0.96,0.21,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Axis Bank,15.29,96.42,3.56,0,0.02,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Indian Bank,14.56,97.42,2.39,0.11,0.08,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Bank Of India,14.03,96.87,2.78,0.21,0.14,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Central Bank of India,12.49,95.76,1.76,2.18,0.3,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,India Post Payments Bank Limited,9.27,93.03,5.06,1.66,0.25,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Indusind Bank,7.99,95.77,3.53,0.61,0.08,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Federal Bank,7.41,94.5,5.4,0,0.1,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Indian Overseas Bank,6.58,96.52,2.95,0.28,0.24,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,IDBI Bank,5.46,95.52,4.22,0.18,0.08,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Karnataka Bank,5.21,93.4,1.63,3.78,1.19,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Bank of Maharashtra,5.13,88.39,11.29,0.23,0.09,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Bandhan Bank limited,4.82,96.94,2.89,0.06,0.11,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Fino Payments Bank,4.92,79.43,18.79,1.71,0.07,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Jammu and Kashmir Bank,4.02,97.74,2.15,0.02,0.09,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,IDFC BANK,3.8,96.15,2.95,0.75,0.14,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,UCO Bank,3.78,96.63,3.06,0.14,0.16,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Yes Bank Ltd,3.4,88.78,11.15,0.01,0.05,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Karur Vysya Bank,3.37,95.89,2.55,1.23,0.32,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,The South Indian Bank,2.52,95.79,4.03,0.17,0.01,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,AU Small Finance Bank,2.45,96.09,3.78,0.01,0.12,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Punjab and Sind Bank,2.31,93.35,3.93,2.35,0.37,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Jio Payments Bank Ltd - IMPS,2.1,95.5,3.2,1.18,0.12,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Baroda Uttar Pradesh Gramin Bank,2.03,95.42,3.38,0.91,0.28,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Tamilnaad Mercantile Bank,2.02,97.67,2.05,0.15,0.13,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,City Union Bank,1.88,93.59,2.56,3.68,0.17,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Maharashtra Gramin Bank,1.51,93.8,1.35,3.08,1.77,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Equitas Small Finance Bank,1.37,93.52,6.4,0.01,0.06,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Ujjivan Small Finance Bank Limited,1.33,94.22,5.04,0.58,0.16,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Development Bank of Singapore,1.22,89.34,10.64,0,0.03,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Rajasthan Marudhara Gramin Bank,1.1,89.12,4.94,3.91,2.03,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Saraswat Co-operative Bank,1.05,97.77,2.17,0.05,0.02,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,RBL Bank Limited,1.05,95.09,4.68,0.09,0.14,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Madhya Bihar Gramin Bank,0.98,95.97,3.19,0.16,0.68,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Karnataka Gramin Bank,0.96,97.38,2.1,0.03,0.49,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Kerala Gramin Bank -IMPS,0.91,95.93,3.03,0.69,0.35,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,NSDL PAYMENTS BANK LIMITED,0.9,82.72,11.58,5.17,0.53,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Prathama U.P Gramin Bank,0.78,93.51,5.92,0.16,0.4,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Sarva Haryana Gramin Bank,0.7,95.23,3.91,0.12,0.74,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,ESAF Small Finance Bank,0.69,96.11,3.16,0.55,0.17,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Development Credit Bank,0.65,94.42,3.7,1.52,0.36,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,April,4,Standard Chartered Bank,0.65,91.52,7.64,0.52,0.33,2026-04-03,2025-05-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,State Bank of India,106.23,98.08,1.8,0.05,0.07,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,HDFC Bank,33.24,97.46,2.49,0.05,0,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Bank of Baroda,29.55,97.17,2.62,0.11,0.1,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Punjab national Bank,27.87,96.68,2.89,0.35,0.08,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Union Bank of India,24.97,96.64,2.51,0.66,0.19,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Airtel Payments Bank,22.67,91.53,8.38,0.06,0.03,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Kotak Mahindra Bank,22.3,97.71,2.24,0.03,0.02,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Canara Bank,19.63,96.73,2.02,1.08,0.17,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,ICICI Bank,16.91,96.33,3.15,0.45,0.07,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Indian Bank,14.35,97.81,2.17,0.01,0.01,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Bank Of India,14.15,96.73,2.89,0.27,0.11,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Axis Bank,14.06,97.28,2.7,0,0.02,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Central Bank of India,13.24,97.47,1.75,0.49,0.28,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,India Post Payments Bank Limited,13.02,93.43,5.97,0.4,0.2,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Indusind Bank,8.25,96.91,2.7,0.23,0.15,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Federal Bank,7.66,94.55,5.09,0.25,0.11,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Indian Overseas Bank,6.94,96.77,2.86,0.3,0.08,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Fino Payments Bank,6.28,79.87,19.53,0.49,0.11,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,UCO Bank,5.28,94.34,5.54,0.06,0.06,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Bank of Maharashtra,5.23,89.55,10.35,0.07,0.03,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Bandhan Bank limited,4.98,97.28,2.05,0.53,0.14,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,IDBI Bank,4.99,96.17,3.56,0.22,0.04,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Jammu and Kashmir Bank,4.42,97.32,1.96,0.53,0.19,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Karnataka Bank,4.25,97.76,1.75,0.28,0.21,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Rajasthan Marudhara Gramin Bank,1.26,92.23,4.49,2.47,0.81,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,IDFC BANK,3.78,96.51,2.48,0.98,0.03,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Karur Vysya Bank,3.4,97.08,2.65,0.18,0.09,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Yes Bank Ltd,3.39,89.24,10.52,0.16,0.08,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,Jio Payments Bank Ltd,2.85,89.78,7.48,2.66,0.08,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,The South Indian Bank,2.59,97.08,2.91,0.01,0.01,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
2025-26,2025,August,8,AU Small Finance Bank,2.53,96.84,2.8,0.16,0.2,2026-04-03,2025-09-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/imps
